类型,测试用例编号,用例描述,用例优先级,交易类型,测试类型,用例属性,[步骤]描述,[步骤]预期,关联需求编号,ATP编号,ATP执行方式,前置条件,设计者
测试用例,2,效验迁移过程,高,批量,功能测试,正向,1.执行数据迁移脚本2.执行SQL查询语句,脚本执行正常，能正确处理,,,,源表存在符合条件的记录,tfsx\fangzheng
